slug,classes,class2_misplaced_only,served_text_generated,clicks_28d,impressions_28d,clicks_since_generation,impressions_since_generation
"donovan-heights-milton","1","false","2026-09-17","0","0","0","0"
"lorne-scots-drive-milton","","false","2026-09-14","0","0","0","0"
"cathcart-crescent-milton","1","false","2026-09-17","0","0","0","0"
"serafini-crescent-milton","1","false","2026-09-06","0","0","0","0"
"beam-court-milton","1","false","2026-09-04","0","0","0","0"
"sunnyvale-crescent-milton","1","false","2026-09-05","0","0","0","0"
"applewood-crescent-milton","","false","2026-09-14","0","0","0","0"
"greenlees-circle-milton","1","false","2026-09-14","0","0","0","0"
"brock-court-milton","1","false","2026-09-17","0","0","0","0"
"jarrett-crossing-milton","1","false","2026-09-03","0","0","0","0"
"powadiuk-place-milton","1","false","2026-09-14","0","0","0","0"
"byng-court-milton","","false","2026-09-17","0","0","0","0"
"deacon-drive-milton","1","false","2026-09-17","0","0","0","0"
"mceastern-path-milton","","false","2026-09-13","0","0","0","0"
"borden-lane-milton","","false","2026-09-13","0","0","0","0"
"gosford-crescent-milton","1","false","2026-09-04","0","0","0","0"
"dockray-drive-milton","1","true","2026-09-17","0","0","0","0"
"connaught-terrace-milton","1","true","2026-09-21","0","0","0","0"
"denyes-way-milton","","false","2026-09-13","0","0","0","0"
"cobban-road-milton","1","true","2026-09-17","0","0","0","0"
"gifford-crescent-milton","1","false","2026-09-03","0","0","0","0"
"parkway-drive-milton","1","false","2026-09-03","0","0","0","0"
"ferguson-drive-milton","2","false","2026-09-21","0","0","0","0"
"archer-way-milton","1","true","2026-09-17","0","0","0","0"
"bews-landing-milton","1","false","2026-09-05","0","0","0","0"
"husband-place-milton","","false","2026-09-14","0","0","0","0"
"charlton-way-milton","","true","2026-09-14","0","0","0","0"
"baylis-court-milton","","false","2026-09-17","0","0","0","0"
"dow-landing-milton","1","false","2026-09-17","0","0","0","0"
"kelly-gate-milton","","false","2026-09-14","0","0","0","0"
"finney-terrace-milton","1","false","2026-09-05","0","0","0","0"
"starflower-place-milton","1","false","2026-06-28","0","0","0","0"
"mcclenahan-crescent-milton","","false","2026-09-14","0","0","0","0"
"sellers-path-milton","1","false","2026-09-14","0","0","0","0"
"leger-way-milton","1","false","2026-09-21","0","0","0","0"
"blinco-terrace-milton","1+2","false","2026-09-05","0","0","0","0"
"mckim-gate-milton","1","true","2026-09-14","0","0","0","0"
"drysdale-crescent-milton","1","false","2026-09-18","0","0","0","0"
"raftis-crescent-milton","1","false","2026-09-05","0","0","0","0"
"jackman-gate-milton","","false","2026-09-14","0","0","0","0"
"riverplace-crescent-milton","1","false","2026-09-13","0","0","0","0"
"farrington-crossing-milton","1","false","2026-09-18","0","0","0","0"
"fulton-street-milton","1","false","2026-09-18","0","0","0","0"
"caldwell-crescent-milton","1","false","2026-09-13","0","0","0","0"
"zimmerman-crescent-milton","","false","2026-09-13","0","0","0","0"
"cusick-circle-milton","1","false","2026-09-05","0","0","0","0"
"halton-avenue-milton","1","false","2026-09-18","0","0","0","0"
"hatton-crossing-milton","1","false","2026-09-18","0","0","0","0"
"elmwood-crescent-milton","1","false","2026-09-05","0","0","0","0"
"gleeson-road-milton","1","false","2026-09-05","0","0","0","0"
"kearns-drive-milton","1","false","2026-09-05","0","0","0","0"
"frank-place-milton","","false","2026-09-11","0","0","0","0"
"gibson-crescent-milton","1","true","2026-09-05","0","0","0","0"
"harwood-drive-milton","","false","2026-09-05","0","0","0","0"
"lavery-heights-milton","","false","2026-09-21","0","0","0","0"
"huddlestone-crescent-milton","1","false","2026-09-18","0","0","0","0"
"hemlock-drive-milton","1+2","false","2026-09-18","0","0","0","0"
"maplewood-crescent-milton","1","false","2026-09-14","0","0","0","0"
"lyons-court-milton","1","false","2026-09-18","0","0","0","0"
"laking-terrace-milton","1","false","2026-09-21","0","0","0","0"
"sycamore-garden-milton","","false","2026-09-22","0","0","0","0"
"donaldson-lane-milton","","false","2026-09-13","0","0","0","0"
"belmore-court-milton","1+2","false","2026-09-13","0","0","0","0"
"dewar-court-milton","","false","2026-09-20","0","0","0","0"
"melville-bonus-crescent-milton","2","false","2026-09-21","0","0","0","0"
"watercress-way-milton","1","false","2026-09-13","0","0","0","0"
"marcellus-avenue-milton","1","false","2026-09-18","0","0","0","0"
"mcguffin-gate-milton","","false","2026-09-18","0","0","0","0"
"herman-way-milton","1","false","2026-09-05","0","0","0","0"
"holmes-crescent-milton","1","false","2026-09-21","0","0","0","0"
"rutland-crescent-milton","1","false","2026-09-05","0","0","0","0"
"lamont-crescent-milton","","false","2026-09-13","0","0","0","0"
"bell-street-milton","1","false","2026-09-13","0","0","0","0"
"pitcher-place-milton","1","false","2026-09-21","0","0","0","0"
"drew-centre-milton","1","false","2026-09-04","0","0","0","0"
"kennedy-circle-milton","3","true","2026-09-22","0","0","0","0"
"inman-heights-milton","1","false","2026-09-18","0","0","0","0"
"knight-trail-milton","1","true","2026-09-13","0","0","0","0"
"foster-court-milton","","false","2026-09-18","0","0","0","0"
"melanson-heights-milton","1","false","2026-09-18","0","0","0","0"
"whaley-way-milton","1","false","2026-09-13","0","0","0","0"
"duff-crescent-milton","1","false","2026-09-05","0","0","0","0"
"logan-drive-milton","1","true","2026-09-21","0","0","0","0"
"luxton-drive-milton","1","true","2026-09-05","0","0","0","0"
"mcmullen-crescent-milton","","false","2026-09-18","0","0","0","0"
"fifth-line-nassagaweya-milton","","false","2026-07-24","0","0","0","0"
"santa-maria-boulevard-milton","","false","2026-07-24","0","0","0","0"
"wise-crossing-milton","","false","2026-09-13","0","0","0","0"
"michener-place-milton","1","false","2026-09-05","0","0","0","0"
"stagg-garden-milton","1","false","2026-09-19","0","0","0","0"
"french-garden-milton","","false","2026-09-13","0","0","0","0"
"nunn-court-milton","1","false","2026-09-19","0","0","0","0"
"pine-view-trail-milton","","false","2026-09-13","0","0","0","0"
"mcdougall-crossing-milton","1","false","2026-09-13","0","0","0","0"
"sauble-court-milton","1+2","false","2026-09-19","0","0","0","0"
"peregrine-way-milton","1","false","2026-09-13","0","0","0","0"
"portch-gate-milton","","false","2026-09-19","0","0","0","0"
"rigo-crossing-milton","","false","2026-09-13","0","0","0","0"
"monaghan-crescent-milton","1","false","2026-09-19","0","0","0","0"
"pearl-street-milton","1","false","2026-09-05","0","0","0","0"
"oak-street-milton","1","false","2026-09-19","0","0","0","0"
"pears-court-milton","1","true","2026-09-05","0","0","0","0"
"blacklock-street-milton","1","false","2026-09-05","0","0","0","0"
"menzies-court-milton","","false","2026-09-13","0","0","0","0"
"wallbrook-crescent-milton","1","true","2026-09-19","0","0","0","0"
"britton-crescent-milton","1","false","2026-09-06","0","0","0","0"
"copley-court-milton","1","true","2026-09-05","0","0","0","0"
"playfair-terrace-milton","","false","2026-09-05","0","0","0","0"
"valleyview-crescent-milton","1+3","false","2026-09-19","0","0","0","0"
"sales-court-milton","1","false","2026-09-22","0","0","0","0"
"hood-terrace-milton","1","false","2026-09-06","0","0","0","0"
"shepherd-place-milton","1","false","2026-09-05","0","0","0","0"
"ware-crescent-milton","1","false","2026-09-19","0","0","0","0"
"speck-crossing-milton","1","false","2026-09-22","0","0","0","0"
"sinclair-boulevard-milton","1","false","2026-09-22","0","0","0","0"
"morse-place-milton","1","true","2026-09-05","0","0","0","0"
"stevenson-street-milton","1","false","2026-09-22","0","0","0","0"
"ontario-street-milton","1","false","2026-09-22","0","0","0","0"
"van-allen-gate-milton","","true","2026-09-19","0","0","0","0"
"silver-court-milton","1","false","2026-09-05","0","0","0","0"
"sweetfern-crescent-milton","1+3","false","2026-09-05","0","0","0","0"
"reichert-court-milton","1","false","2026-09-13","0","0","0","0"
"burdock-court-milton","1","false","2026-09-20","0","0","0","0"
"charles-street-milton","1","false","2026-09-13","0","0","0","0"
"country-lane-court-milton","1","false","2026-09-05","0","0","0","0"
"stacey-crescent-milton","1","false","2026-09-05","0","0","0","0"
"strathcona-court-milton","1","false","2026-09-05","0","0","0","0"
"crawford-crescent-milton","1","false","2026-09-13","0","0","0","0"
"detlor-heights-milton","1+2","false","2026-09-20","0","0","0","0"
"croft-avenue-milton","1","false","2026-09-03","0","0","0","0"
"vaughan-court-milton","1","false","2026-09-05","0","0","0","0"
"clifford-point-milton","1","true","2026-09-05","0","0","0","0"
"geddes-landing-milton","1","false","2026-09-05","0","0","0","0"
"millside-drive-milton","1","false","2026-09-13","0","0","0","0"
"brush-road-milton","1","false","2026-09-20","0","0","0","0"
"hincks-drive-milton","","false","2026-09-05","0","0","0","0"
"clements-drive-milton","1","false","2026-09-20","0","0","0","0"
"fullum-landing-milton","","true","2026-09-13","0","0","0","0"
"moira-crescent-milton","1","true","2026-09-21","0","0","0","0"
"woodley-crescent-milton","","false","2026-09-22","0","0","0","0"
"havelock-garden-milton","1","true","2026-09-13","0","0","0","0"
"dinsmore-drive-milton","1+2","false","2026-09-20","0","0","0","0"
"holbrook-court-milton","1+2","false","2026-09-05","0","0","0","0"
"cahoun-terrace-milton","","false","2026-09-13","0","0","0","0"
"edison-court-milton","1","false","2026-09-21","0","0","0","0"
"hume-way-milton","1","false","2026-09-21","0","0","0","0"
"higginbotham-crescent-milton","1","false","2026-04-22","0","0","0","0"
"robinwood-crescent-milton","1","false","2026-09-05","0","0","0","0"
"stringer-circle-milton","1","false","2026-09-13","0","0","0","0"
"leriche-way-milton","1","true","2026-09-05","0","0","0","0"
"brothers-crescent-milton","1","false","2026-09-13","0","0","0","0"
"whetham-heights-milton","1","false","2026-09-13","0","0","0","0"
"fowles-court-milton","","false","2026-09-11","0","0","0","0"
"pollock-gate-milton","1","true","2026-09-21","0","0","0","0"
"sloan-drive-milton","1","false","2026-09-13","0","0","0","0"
"grant-way-milton","","false","2026-09-13","0","0","0","0"
"sim-place-milton","1","false","2026-09-05","0","0","0","0"
"powys-street-milton","1","false","2026-09-21","0","0","0","0"
"kelso-road-milton","","false","2026-09-13","0","0","0","0"
"moreau-lane-milton","1","false","2026-09-21","0","0","0","0"
"grey-landing-milton","1+2","false","2026-09-05","0","0","0","0"
"kingsleigh-court-milton","1","false","2026-09-13","0","0","0","0"
"meadowland-crescent-milton","1","false","2026-09-21","0","0","0","0"
"king-street-milton","1","false","2026-09-13","0","0","0","0"
"peacock-lane-milton","1+2","false","2026-09-21","0","0","0","0"
"mcnabb-crescent-milton","1","false","2026-09-21","0","0","0","0"
"winn-trail-milton","1","false","2026-09-22","0","0","0","0"
"barr-crescent-milton","","false","2026-09-05","0","0","0","0"
"houston-drive-milton","1+3","false","2026-09-13","0","0","0","0"
"eden-place-milton","1","false","2026-09-21","0","0","0","0"
"primrose-crescent-milton","1","true","2026-09-21","0","0","0","0"
"orr-terrace-milton","","false","2026-09-11","0","0","0","0"
"mackenzie-drive-milton","","false","2026-09-05","0","0","0","0"
"gainer-crescent-milton","","false","2026-09-06","0","0","0","0"
"johnson-heights-milton","1","false","2026-09-13","0","0","0","0"
"malboeuf-court-milton","","false","2026-09-13","0","0","0","0"
"hepburn-road-milton","","true","2026-09-11","0","0","0","0"
"dalgleish-garden-milton","","true","2026-09-10","0","0","0","0"
"hamilton-crescent-milton","","false","2026-09-11","0","0","0","0"
"burnhamthorpe-road-milton","3","false","2026-04-22","0","0","0","0"
"urell-way-milton","1+2","false","2026-09-11","0","0","0","0"
"willmott-crescent-milton","","false","2026-09-10","0","0","0","0"
"mowat-lane-milton","1","false","2026-09-21","0","0","0","0"
"willingdon-crescent-milton","","false","2026-09-11","0","0","0","0"
"cumming-boulevard-milton","1","false","2026-09-11","0","0","0","0"
"teetzel-drive-milton","1","false","2026-09-05","0","0","0","0"
"mcdermott-way-milton","","false","2026-09-13","0","0","0","0"
"maple-avenue-milton","1","true","2026-09-22","0","0","0","0"
"aspen-terrace-milton","1","false","2026-09-05","0","0","0","0"
"mclaughlin-avenue-milton","1+3","false","2026-09-06","0","0","0","0"
"izumi-gate-milton","1","false","2026-09-21","0","0","0","0"
"bessborough-drive-milton","1+2+3","false","2026-09-13","0","0","0","0"
"norrington-place-milton","1","false","2026-09-15","0","0","0","0"
"white-drive-milton","1","false","2026-09-15","0","0","0","0"
"bardoe-crescent-milton","1","false","2026-09-15","0","0","0","0"
"dice-way-milton","1","false","2026-09-11","0","0","0","0"
"tea-landing-milton","1","true","2026-09-15","0","0","0","0"
"derry-road-milton","1","false","2026-09-21","0","0","0","0"
"somerville-terrace-milton","","false","2026-09-15","0","0","0","0"
"newell-street-milton","1+3","false","2026-09-06","0","0","0","0"
"marks-street-milton","1","false","2026-09-15","0","0","0","0"
"shanks-heights-milton","1","true","2026-09-15","0","0","0","0"
"redbud-garden-milton","1","false","2026-09-15","0","0","0","0"
"meadowbrook-drive-milton","1","false","2026-09-15","0","0","0","0"
"watson-terrace-milton","1+2","false","2026-09-15","0","0","0","0"
"auger-terrace-milton","","false","2026-09-15","0","0","0","0"
"chuchmach-close-milton","1","true","2026-09-11","0","0","0","0"
"ruddy-crescent-milton","1","false","2026-09-15","0","0","0","0"
"bowring-crescent-milton","","false","2026-09-15","0","0","0","0"
"bastedo-court-milton","1","false","2026-09-15","0","0","0","0"
"buckeye-court-milton","1","true","2026-09-13","0","0","0","0"
"abbott-street-milton","1","false","2026-09-20","0","0","0","0"
"wilks-landing-milton","1","true","2026-09-15","0","0","0","0"
"ramsey-place-milton","2","false","2026-05-10","0","0","0","0"
"snider-terrace-milton","1","false","2026-09-11","0","0","0","0"
"kitchen-court-milton","1","false","2026-09-13","0","0","0","0"
"dills-crescent-milton","1","true","2026-09-13","0","0","0","0"
"ramshaw-crescent-milton","1","false","2026-09-05","0","0","0","0"
"asleton-boulevard-milton","1","false","2026-09-13","0","0","0","0"
"langholm-street-milton","1+3","false","2026-09-05","0","0","0","0"
"laundon-terrace-milton","1","false","2026-09-05","0","0","0","0"
"churchill-avenue-milton","","false","2026-09-16","0","0","0","0"
"taylor-court-milton","1","false","2026-09-05","0","0","0","0"
"racey-trail-milton","1","false","2026-09-15","0","0","0","0"
"chestnut-heights-milton","1","true","2026-09-16","0","0","0","0"
"elsworthy-crossing-milton","1","true","2026-09-16","0","0","0","0"
"frobisher-boulevard-milton","1","true","2026-09-16","0","0","0","0"
"dixon-drive-milton","1","true","2026-09-16","0","0","0","0"
"briar-crescent-milton","1","false","2026-09-16","0","0","0","0"
"goodwin-crescent-milton","","false","2026-09-11","0","0","0","0"
"lowe-lane-milton","1","false","2026-09-16","0","0","0","0"
"brassard-circle-milton","1","false","2026-09-05","0","0","0","0"
"cedarbrae-avenue-milton","","false","2026-09-11","0","0","0","0"
"kerr-trail-milton","","false","2026-09-16","0","0","0","0"
"waldie-avenue-milton","1","true","2026-09-20","0","0","0","0"
"irving-terrace-milton","","false","2026-09-13","0","0","0","0"
"meighen-way-milton","1+2","false","2026-09-16","0","0","0","0"
"mccartney-crescent-milton","1","false","2026-09-16","0","0","0","0"
"caverhill-crescent-milton","","false","2026-09-13","0","0","0","0"
"dance-court-milton","","true","2026-09-13","0","0","0","0"
"mickey-court-milton","","false","2026-09-16","0","0","0","0"
"whitney-terrace-milton","1","false","2026-09-05","0","0","0","0"
"lear-gate-milton","1","false","2026-09-16","0","0","0","0"
"twiss-road-milton","1","false","2026-09-06","0","0","0","0"
"arthurs-way-milton","1","false","2026-09-20","0","0","0","0"
"culcastle-drive-milton","1+2","false","2026-09-20","0","0","0","0"
"elm-avenue-milton","1","false","2026-09-16","0","0","0","0"
"onley-lane-milton","1","false","2026-09-16","0","0","0","0"
"buck-drive-milton","1","false","2026-09-20","0","0","0","0"
"governors-court-milton","1","false","2026-09-21","0","0","0","0"
"given-lane-milton","1","false","2026-09-21","0","0","0","0"
"james-street-milton","1","false","2026-09-21","0","0","0","0"
"jarvie-crescent-milton","1","false","2026-09-21","0","0","0","0"
"fireweed-gate-milton","1","false","2026-09-21","0","0","0","0"
"ezard-crescent-milton","","false","2026-09-21","0","0","0","0"
"livock-trail-milton","1","false","2026-09-21","0","0","0","0"
"pearen-avenue-milton","1","false","2026-09-21","0","0","0","0"
"lily-crescent-milton","","false","2026-09-21","0","0","0","0"
"mara-circle-milton","1","false","2026-09-21","0","0","0","0"
"boyd-lane-milton","1","false","2026-09-21","0","0","0","0"
"hampshire-way-milton","","false","2026-09-21","0","0","0","0"
"5-side-road-milton","","false","2026-09-23","0","0","0","0"
"durno-court-milton","","false","2026-04-22","0","0","0","0"
"hartley-boulevard-milton","1","false","2026-04-22","0","0","0","0"
"tremaine-road-milton","","false","2026-04-21","0","0","0","0"
"wetenhall-landing-milton","","false","2026-04-22","0","0","0","0"
"treend-place-milton","1","false","2026-09-22","0","0","0","0"
"casson-point-milton","1","false","2026-09-22","0","0","0","0"
"anne-boulevard-milton","1","false","2026-09-11","0","0","0","0"
"woodward-avenue-milton","1","false","2026-09-06","0","0","0","0"
"yates-drive-milton","","false","2026-09-13","0","0","0","0"
"bolingbroke-drive-milton","","false","2026-09-13","0","0","0","0"
"gillett-point-milton","1","false","2026-09-05","0","0","0","0"
"hamman-way-milton","1","false","2026-09-13","0","0","0","0"
"mulroney-heights-milton","1","false","2026-09-05","0","0","0","0"
"timmer-place-milton","2","false","2026-09-04","0","0","0","0"
"whitlock-avenue-milton","","false","2026-09-22","0","0","0","0"
